loan_id,segment,region,principal,interest_rate,tenor_months,fico,is_collateral,origination_month,default_flag
L003307,Retail,NE,31128.6,0.23,43,783,0,2022-06-01,0
L003308,Retail,S,31575.9,0.131,36,692,0,2022-08-01,0
L003309,Retail,S,31857.42,0.21,8,782,1,2022-08-01,0
L003310,Retail,MW,21140.15,0.074,25,779,0,2022-09-01,0
L003311,Retail,W,22121.98,0.139,11,681,0,2024-06-01,0
L003312,Retail,W,21056.29,0.202,53,556,0,2024-03-01,0
L003313,SME,NE,19646.27,0.2,48,578,0,2023-08-01,0
L003314,Retail,W,19668.71,0.084,54,793,0,2023-07-01,0
L003315,SME,S,48633.97,0.09,42,631,1,2023-12-01,0
L003316,Retail,W,48688.99,0.155,58,694,0,2022-12-01,0
L003317,Retail,S,15248.45,0.206,41,600,0,2023-02-01,0
L003318,Retail,W,15788.35,0.192,19,693,0,2024-06-01,0
L003319,Retail,NE,53051.2,0.098,38,725,0,2024-03-01,0
L003320,Retail,MW,18246.63,0.131,38,764,0,2024-09-01,0
L003321,SME,W,66861.54,0.141,28,678,1,2023-11-01,0
L003322,Retail,W,9849.7,0.08,27,593,0,2022-04-01,0
L003323,Retail,NE,56617.49,0.149,36,712,0,2024-11-01,0
L003324,Retail,S,11448.33,0.211,20,783,1,2024-10-01,0
L003325,Retail,MW,19530.11,0.082,28,678,0,2022-11-01,0
L003326,Retail,NE,7973.44,0.209,38,765,0,2022-02-01,1
L003327,Retail,S,36493.87,0.112,8,730,1,2024-04-01,0
L003328,SME,NE,16478.78,0.091,42,737,0,2023-11-01,0
L003329,Retail,MW,8952.09,0.114,35,701,0,2023-04-01,0
L003330,SME,W,12290.79,0.134,37,775,0,2024-09-01,0
L003331,Retail,S,22036.79,0.194,21,591,1,2023-12-01,0
L003332,Retail,W,16183.85,0.094,6,673,1,2023-06-01,0
L003333,SME,MW,42538.47,0.061,36,805,0,2023-06-01,0
L003334,SME,MW,18540.01,0.108,23,649,1,2022-04-01,0
L003335,SME,S,71813.68,0.182,24,782,0,2023-06-01,0
L003336,Retail,W,25089.54,0.173,15,617,1,2023-07-01,0
L003337,SME,W,22701.68,0.112,54,569,1,2023-05-01,0
L003338,Retail,MW,26388.22,0.104,30,814,0,2023-12-01,0
L003339,Retail,S,22720.24,0.054,13,680,1,2022-11-01,0
L003340,Corporate,S,12860.28,0.108,52,732,0,2023-01-01,0
L003341,SME,S,22312.29,0.083,50,789,1,2023-04-01,0
L003342,SME,MW,17499.16,0.172,15,585,0,2023-02-01,0
L003343,SME,W,17508.38,0.116,44,612,0,2022-06-01,0
L003344,Retail,W,20077.43,0.091,34,707,1,2024-10-01,0
L003345,Retail,S,28179.11,0.166,46,742,1,2023-11-01,0
L003346,Retail,NE,27121.05,0.223,38,805,0,2022-05-01,0
L003347,Retail,NE,33662.06,0.099,54,730,0,2024-12-01,0
L003348,Retail,W,25056.64,0.179,41,639,0,2022-06-01,0
L003349,Retail,W,22935.28,0.134,28,618,0,2023-08-01,0
L003350,SME,NE,10362.45,0.132,6,722,0,2024-07-01,0
L003351,Retail,NE,20775.3,0.087,50,638,1,2024-06-01,0
L003352,Retail,S,9349.4,0.166,23,581,0,2023-03-01,0
L003353,Retail,MW,11098.73,0.222,50,811,1,2022-03-01,0
L003354,Retail,S,27337.71,0.083,41,682,0,2023-12-01,1
L003355,SME,NE,22593.75,0.213,45,651,1,2022-06-01,0
L003356,Retail,MW,34341.73,0.207,37,575,1,2023-05-01,0
L003357,SME,S,6074.61,0.155,56,668,0,2022-09-01,0
L003358,Retail,S,42440.02,0.239,31,713,0,2024-07-01,0
L003359,Retail,S,27436.69,0.184,17,766,1,2023-06-01,0
L003360,Retail,MW,19827.36,0.064,49,754,0,2022-03-01,0
L003361,Retail,W,17563.02,0.236,26,665,0,2023-05-01,0
L003362,Retail,W,25049.04,0.15,32,794,0,2023-03-01,0
L003363,SME,S,25750.52,0.063,45,789,0,2023-04-01,0
L003364,Retail,NE,16228.03,0.066,51,794,1,2024-08-01,0
L003365,Retail,S,19611.76,0.104,39,607,0,2024-01-01,0
L003366,SME,W,18671.31,0.166,38,789,1,2022-04-01,0
L003367,Retail,S,23676.57,0.058,34,625,0,2022-04-01,0
L003368,Retail,W,16380.83,0.052,37,680,0,2023-07-01,0
L003369,Retail,NE,36830.45,0.124,56,747,1,2024-06-01,0
L003370,Retail,S,20142.04,0.072,49,737,1,2024-10-01,0
L003371,Retail,NE,44054.06,0.116,52,609,0,2023-05-01,0
L003372,SME,W,8643.77,0.175,8,636,1,2022-02-01,0
L003373,Retail,MW,14734.1,0.185,41,606,0,2024-04-01,0
L003374,SME,S,9527.32,0.077,47,663,0,2023-04-01,0
L003375,Retail,NE,28155.09,0.159,39,595,0,2023-07-01,0
L003376,SME,NE,17968.61,0.087,28,661,0,2023-01-01,0
L003377,Retail,W,24289.55,0.071,19,718,1,2023-10-01,0
L003378,SME,MW,31417.98,0.083,32,617,1,2024-12-01,0
L003379,Retail,NE,35396.41,0.144,43,771,0,2024-03-01,0
L003380,Retail,MW,20232.99,0.2,45,777,0,2023-06-01,0
L003381,SME,MW,43601.54,0.093,23,736,1,2022-07-01,0
L003382,SME,NE,23601.49,0.148,12,810,1,2024-08-01,0
L003383,Retail,NE,16004.61,0.132,50,611,0,2023-11-01,0
L003384,Retail,S,45822.1,0.12,7,804,1,2023-08-01,0
L003385,Retail,W,11579.98,0.107,19,795,1,2022-03-01,0
L003386,Retail,MW,37400.78,0.142,36,712,0,2022-06-01,0
L003387,Retail,S,36407.93,0.062,47,739,0,2022-06-01,0
L003388,Retail,NE,30507.76,0.108,56,761,1,2023-10-01,0
L003389,Retail,MW,15278.04,0.189,8,751,0,2022-04-01,0
L003390,SME,W,27135.75,0.183,35,554,1,2022-04-01,0
L003391,Retail,NE,28676.41,0.088,40,587,0,2023-12-01,0
L003392,Retail,MW,10777.65,0.236,21,591,1,2022-08-01,0
L003393,Retail,NE,51025.8,0.079,8,770,1,2023-07-01,0
L003394,Retail,W,29044.34,0.136,39,723,0,2024-09-01,0
L003395,Corporate,MW,21374.68,0.222,45,802,0,2023-04-01,0
L003396,Retail,NE,24709.43,0.207,47,601,1,2024-10-01,0
L003397,Retail,S,23581.14,0.121,20,594,0,2024-06-01,0
L003398,SME,NE,36975.44,0.211,20,739,1,2024-02-01,0
L003399,Retail,MW,51100.18,0.139,58,745,1,2023-12-01,0
L003400,SME,S,29664.91,0.235,10,641,0,2022-10-01,0
L003401,Retail,W,35396.97,0.213,10,668,0,2024-12-01,0
L003402,SME,S,16765.99,0.23,59,789,0,2024-01-01,0
L003403,Retail,S,17846.95,0.077,23,639,1,2024-11-01,0
L003404,SME,S,21056.59,0.181,25,712,1,2024-12-01,0
L003405,Retail,MW,20683.52,0.108,35,753,0,2023-06-01,0
L003406,Retail,S,92370.41,0.162,36,817,1,2024-07-01,0
L003407,Retail,S,26627.25,0.085,49,798,0,2024-12-01,0
L003408,Retail,NE,52654.39,0.069,6,749,1,2023-08-01,0
L003409,Retail,MW,21902.51,0.076,48,637,0,2024-01-01,0
L003410,Retail,NE,24349.96,0.07,51,590,1,2023-05-01,0
L003411,SME,S,10763.25,0.079,55,632,0,2024-03-01,0
L003412,Retail,S,23126.0,0.063,39,750,0,2022-01-01,0
L003413,Retail,MW,23635.42,0.18,6,564,0,2024-11-01,0
L003414,Retail,W,16392.61,0.211,24,788,0,2022-07-01,0
L003415,Retail,NE,29673.45,0.23,40,785,1,2022-03-01,0
L003416,Retail,W,12516.16,0.114,52,748,1,2022-10-01,0
L003417,Retail,MW,22572.41,0.121,25,774,1,2024-11-01,0
L003418,Retail,NE,7946.86,0.192,59,744,0,2024-09-01,0
L003419,Retail,MW,37175.16,0.118,34,794,0,2022-11-01,1
L003420,SME,NE,11425.95,0.11,20,813,0,2024-03-01,0
L003421,Retail,NE,34909.27,0.12,42,700,0,2022-11-01,0
L003422,Retail,W,21244.06,0.079,38,634,1,2022-03-01,0
L003423,Retail,S,30614.79,0.126,58,810,1,2022-10-01,0
L003424,Retail,W,31168.65,0.142,48,564,0,2024-11-01,0
L003425,Retail,S,26809.56,0.094,51,664,1,2022-05-01,0
L003426,SME,S,40891.47,0.133,41,569,1,2022-07-01,0
L003427,Retail,W,23874.83,0.179,28,635,0,2022-06-01,0
L003428,Retail,MW,26766.31,0.069,10,651,0,2023-03-01,0
L003429,Retail,MW,38215.55,0.169,17,660,0,2023-04-01,0
L003430,Retail,MW,32425.44,0.24,53,696,1,2023-07-01,0
L003431,Retail,MW,13594.38,0.215,19,785,0,2024-02-01,0
L003432,SME,MW,21114.45,0.072,9,695,1,2022-12-01,0
L003433,Retail,W,37503.87,0.137,51,636,0,2024-10-01,0
L003434,Retail,W,20019.8,0.146,11,687,0,2023-04-01,0
L003435,Retail,W,14379.37,0.143,7,759,1,2024-05-01,0
L003436,Retail,MW,15765.36,0.14,14,554,0,2024-02-01,0
L003437,Retail,MW,27493.99,0.108,55,641,1,2022-08-01,0
L003438,Corporate,S,17256.87,0.157,26,772,0,2024-08-01,0
L003439,Retail,NE,16902.5,0.184,22,795,1,2024-11-01,0
L003440,SME,S,21829.13,0.135,36,697,0,2023-03-01,0
L003441,Retail,MW,25104.22,0.204,55,741,0,2024-08-01,0
L003442,Corporate,MW,24793.19,0.097,34,752,0,2022-05-01,1
L003443,Retail,MW,38887.67,0.212,53,749,1,2022-07-01,0
L003444,Retail,S,20663.05,0.24,16,713,1,2022-01-01,0
L003445,Corporate,NE,47990.36,0.175,36,554,0,2024-04-01,0
L003446,Retail,S,14296.25,0.138,51,814,1,2023-04-01,0
L003447,Retail,MW,21243.56,0.187,8,560,0,2023-01-01,0
L003448,SME,S,35079.75,0.205,8,597,0,2023-01-01,0
L003449,Corporate,W,12312.74,0.166,27,614,1,2023-04-01,0
L003450,Retail,W,31474.52,0.116,47,618,0,2024-03-01,0
L003451,Corporate,S,30284.3,0.236,42,710,0,2022-06-01,0
L003452,Corporate,NE,39818.21,0.14,21,756,0,2022-03-01,0
L003453,Retail,NE,16894.33,0.221,34,664,1,2024-11-01,0
L003454,Retail,W,42910.96,0.065,52,618,0,2024-01-01,0
L003455,Retail,MW,26673.89,0.19,35,638,0,2022-12-01,0
L003456,SME,W,36859.01,0.112,29,575,1,2022-12-01,0
L003457,Retail,MW,22734.46,0.156,17,651,0,2023-01-01,0
L003458,SME,NE,24465.95,0.194,53,602,1,2022-01-01,0
L003459,Retail,NE,21589.02,0.083,21,677,1,2023-01-01,0
L003460,Retail,NE,80829.34,0.076,54,600,1,2022-10-01,0
L003461,Retail,NE,19954.2,0.062,21,574,1,2024-08-01,0
L003462,SME,W,17430.2,0.123,18,724,0,2024-09-01,0
L003463,Retail,S,16336.27,0.076,39,571,0,2024-10-01,1
L003464,Retail,W,25324.8,0.073,26,637,1,2022-02-01,0
L003465,SME,W,16847.98,0.193,6,691,0,2022-02-01,0
L003466,Retail,MW,26168.16,0.069,54,776,0,2024-03-01,0
L003467,Retail,NE,34477.58,0.136,38,615,0,2024-04-01,0
L003468,Retail,NE,28639.63,0.094,8,721,0,2023-11-01,0
L003469,Retail,W,29134.95,0.088,30,674,1,2022-05-01,0
L003470,Retail,MW,26291.66,0.186,34,654,1,2022-04-01,0
L003471,Retail,NE,32996.4,0.132,55,767,0,2022-10-01,0
L003472,SME,NE,46224.62,0.228,23,763,1,2023-05-01,0
L003473,SME,W,17056.52,0.053,39,675,1,2023-08-01,0
L003474,Retail,MW,19096.37,0.075,28,734,1,2023-05-01,0
L003475,Retail,NE,29834.99,0.163,25,567,0,2023-04-01,0
L003476,Retail,W,14072.76,0.138,21,567,0,2024-05-01,0
L003477,Retail,W,15679.25,0.061,46,787,0,2023-01-01,0
L003478,Retail,W,24169.22,0.209,53,739,0,2022-04-01,0
L003479,Retail,S,24296.54,0.076,59,793,0,2022-02-01,0
L003480,Retail,S,37573.19,0.074,50,581,0,2024-06-01,0
L003481,SME,S,34441.82,0.143,48,607,0,2024-03-01,0
L003482,Retail,NE,39824.34,0.155,42,749,0,2024-12-01,0
L003483,Retail,W,14473.51,0.202,44,759,1,2024-02-01,0
L003484,Retail,MW,16401.66,0.119,32,571,0,2023-10-01,0
L003485,SME,NE,29510.69,0.07,33,784,0,2022-05-01,0
L003486,SME,S,16332.46,0.213,48,760,0,2024-01-01,0
L003487,Retail,MW,11588.8,0.172,56,632,0,2023-11-01,0
L003488,Retail,MW,24995.32,0.236,57,746,1,2022-06-01,0
L003489,Retail,W,17744.8,0.077,53,583,1,2023-06-01,1
L003490,Retail,MW,33856.4,0.057,19,615,0,2023-03-01,0
L003491,Retail,MW,14773.02,0.083,43,659,0,2022-09-01,0
L003492,Retail,MW,23265.31,0.135,10,743,0,2023-06-01,0
L003493,Retail,MW,12288.19,0.214,41,760,1,2022-03-01,0
L003494,Retail,NE,16521.07,0.071,28,781,0,2024-12-01,0
L003495,Retail,MW,19837.72,0.141,20,807,0,2022-10-01,0
L003496,Retail,MW,19002.47,0.216,6,565,0,2023-03-01,0
L003497,Retail,W,28475.32,0.194,7,567,0,2023-11-01,0
L003498,SME,MW,25921.05,0.109,50,783,0,2022-08-01,0
L003499,SME,W,22211.38,0.154,52,758,0,2024-04-01,0
L003500,Retail,S,33755.04,0.1,23,641,1,2022-05-01,0
L003501,SME,S,13069.68,0.148,22,554,0,2022-09-01,0
L003502,Retail,MW,28347.5,0.121,54,557,0,2024-01-01,0
L003503,Retail,NE,14831.63,0.061,44,738,1,2024-06-01,0
L003504,Retail,MW,15495.25,0.08,17,818,0,2024-06-01,0
L003505,Retail,W,7233.22,0.121,35,680,1,2024-02-01,0
L003506,Retail,NE,14905.24,0.239,46,746,0,2023-02-01,0
L003507,Retail,S,19984.78,0.223,50,775,1,2022-08-01,0
L003508,Retail,S,32765.16,0.22,55,743,0,2024-09-01,0
L003509,Retail,NE,28022.87,0.092,18,719,1,2022-06-01,0
L003510,Retail,S,19837.22,0.183,32,791,1,2022-07-01,0
L003511,SME,W,19271.58,0.181,36,625,0,2022-03-01,0
L003512,SME,S,27665.78,0.159,57,620,0,2022-10-01,0
L003513,SME,MW,43417.47,0.113,22,777,0,2024-05-01,0
L003514,Retail,W,18194.02,0.115,15,606,0,2022-08-01,0
L003515,Retail,S,23389.88,0.189,58,685,0,2024-06-01,0
L003516,Retail,MW,24844.87,0.108,30,768,0,2022-05-01,1
L003517,SME,W,5594.99,0.148,29,595,0,2023-03-01,1
L003518,Retail,W,17019.21,0.198,7,572,0,2022-11-01,1
L003519,Retail,S,12048.23,0.108,31,657,0,2023-07-01,0
L003520,Retail,NE,16579.64,0.148,24,602,0,2022-04-01,0
L003521,Retail,S,19625.99,0.237,23,779,0,2024-05-01,0
L003522,Retail,W,121882.58,0.133,7,693,1,2024-01-01,0
L003523,Retail,S,18466.76,0.07,45,640,0,2022-04-01,1
L003524,SME,NE,23500.27,0.203,29,699,0,2023-01-01,0
L003525,Retail,NE,12824.06,0.106,21,632,0,2024-02-01,0
L003526,Retail,S,56029.04,0.208,14,796,0,2023-11-01,0
L003527,Retail,NE,23688.32,0.211,50,781,0,2024-03-01,1
L003528,Retail,S,31031.03,0.164,53,653,1,2024-02-01,0
L003529,Corporate,S,23975.7,0.072,57,695,1,2024-10-01,0
L003530,Retail,MW,88609.75,0.224,54,550,0,2023-01-01,1
L003531,Retail,NE,25295.28,0.105,18,656,0,2023-06-01,0
L003532,SME,MW,32949.65,0.088,49,745,1,2023-11-01,0
L003533,Retail,W,17799.33,0.154,11,767,0,2022-08-01,0
L003534,Retail,NE,17423.81,0.116,59,569,1,2023-09-01,0
L003535,SME,S,14281.4,0.083,30,739,0,2022-11-01,0
L003536,Retail,NE,20741.07,0.091,19,589,0,2023-03-01,1
L003537,Retail,W,40614.61,0.076,34,680,0,2022-03-01,0
L003538,SME,S,19362.25,0.065,15,551,0,2023-10-01,0
L003539,Retail,W,20669.83,0.219,52,774,0,2024-03-01,0
L003540,Retail,MW,22574.4,0.066,21,641,1,2024-04-01,0
L003541,Retail,MW,16698.73,0.054,19,678,1,2024-06-01,0
L003542,Retail,NE,16781.35,0.108,14,744,1,2024-09-01,0
L003543,Retail,MW,15586.7,0.142,30,721,1,2023-06-01,1
L003544,Retail,W,25250.01,0.083,34,594,0,2024-08-01,0
L003545,Retail,MW,27736.66,0.23,22,762,0,2022-05-01,0
L003546,Retail,W,71183.86,0.182,38,729,0,2023-06-01,0
L003547,Retail,S,30512.81,0.064,48,777,1,2022-09-01,0
L003548,Retail,NE,21704.2,0.222,51,751,1,2024-10-01,0
L003549,SME,MW,9837.24,0.157,55,669,0,2023-01-01,0
L003550,Retail,W,20219.04,0.132,32,771,1,2022-06-01,0
L003551,Retail,NE,22883.85,0.167,13,741,1,2023-12-01,0
L003552,Retail,NE,21878.9,0.111,33,570,1,2024-02-01,0
L003553,SME,S,11299.2,0.059,42,572,1,2022-11-01,0
L003554,SME,W,22066.04,0.235,56,734,0,2023-01-01,0
L003555,Retail,NE,18460.51,0.21,7,772,0,2022-06-01,0
L003556,Corporate,NE,25904.54,0.119,45,666,0,2022-04-01,0
L003557,Retail,S,16188.19,0.156,58,758,0,2022-05-01,0
L003558,Retail,S,39401.06,0.055,44,787,1,2024-03-01,0
L003559,Retail,MW,16838.81,0.105,17,709,1,2024-02-01,0
L003560,Retail,NE,14767.7,0.229,33,697,1,2024-03-01,0
L003561,Retail,MW,22801.15,0.195,17,724,1,2024-11-01,0
L003562,Corporate,W,17703.55,0.151,26,749,0,2024-12-01,0
L003563,Retail,MW,16613.93,0.191,18,803,0,2024-11-01,0
L003564,SME,S,25565.6,0.066,54,597,0,2024-04-01,0
L003565,Retail,NE,21822.15,0.087,19,764,1,2024-07-01,0
L003566,Corporate,MW,23353.84,0.115,47,633,0,2024-08-01,1
L003567,Retail,MW,17255.52,0.187,30,605,0,2023-10-01,1
L003568,Retail,S,30496.63,0.111,30,577,1,2024-04-01,0
L003569,SME,S,41597.49,0.166,18,773,1,2024-02-01,0
L003570,Retail,MW,13702.95,0.093,9,640,1,2023-12-01,0
L003571,Retail,NE,13615.5,0.145,23,559,0,2024-02-01,0
L003572,Retail,W,10721.14,0.178,7,686,1,2023-06-01,0
L003573,Retail,MW,25344.08,0.233,8,736,1,2023-07-01,0
L003574,Retail,S,43585.25,0.079,18,558,1,2022-09-01,0
L003575,Retail,W,15090.45,0.092,19,563,0,2024-10-01,0
L003576,Retail,MW,18836.54,0.172,32,637,0,2023-07-01,0
L003577,SME,NE,9531.61,0.056,48,665,0,2024-10-01,0
L003578,Retail,W,16796.66,0.108,13,647,1,2022-01-01,0
L003579,SME,W,34670.91,0.07,36,806,1,2022-12-01,0
L003580,Retail,W,14420.81,0.056,30,752,0,2022-12-01,0
L003581,SME,MW,18828.16,0.078,22,555,0,2022-09-01,0
L003582,Retail,MW,17791.69,0.236,35,771,1,2024-09-01,0
L003583,Retail,W,10614.43,0.156,40,690,1,2024-11-01,0
L003584,SME,S,48101.78,0.178,35,711,1,2024-10-01,0
L003585,Retail,MW,7746.49,0.141,26,692,1,2024-05-01,0
L003586,Retail,W,8915.68,0.198,39,559,1,2023-04-01,0
L003587,Retail,NE,16693.1,0.215,13,583,1,2022-02-01,0
L003588,SME,MW,11737.53,0.06,52,661,1,2023-07-01,0
L003589,Retail,MW,20275.72,0.182,11,600,0,2024-09-01,0
L003590,Retail,S,10121.2,0.223,41,626,0,2024-06-01,0
L003591,Retail,S,12736.99,0.063,55,741,0,2023-10-01,0
L003592,Retail,NE,12756.75,0.089,15,604,0,2023-03-01,0
L003593,Retail,W,5231.5,0.138,13,579,1,2024-04-01,0
L003594,SME,MW,27687.01,0.085,43,550,1,2022-07-01,0
L003595,SME,W,24723.88,0.075,54,564,1,2023-01-01,0
L003596,Retail,S,11980.29,0.216,32,684,1,2024-02-01,0
L003597,Retail,W,21854.71,0.082,42,809,1,2022-11-01,0
L003598,Retail,S,33719.86,0.135,28,695,0,2024-04-01,0
L003599,SME,W,33998.65,0.137,41,556,0,2022-10-01,0
L003600,SME,S,23686.49,0.084,26,794,0,2024-10-01,0
L003601,SME,NE,19051.26,0.21,24,630,1,2022-10-01,0
L003602,Retail,MW,40294.22,0.191,44,731,0,2023-06-01,0
L003603,Corporate,W,39939.64,0.24,44,808,1,2022-02-01,0
L003604,SME,NE,55922.76,0.126,46,628,0,2023-07-01,0
L003605,Retail,S,16913.66,0.103,31,580,1,2022-11-01,1
L003606,Retail,NE,23909.55,0.061,11,723,1,2022-05-01,0
L003607,SME,NE,23938.49,0.21,40,667,1,2024-10-01,0
L003608,Retail,MW,18301.06,0.213,58,650,1,2023-10-01,0
L003609,Retail,MW,28715.89,0.097,50,643,1,2024-09-01,0
L003610,Retail,S,11696.91,0.147,49,786,0,2022-02-01,0
L003611,SME,W,24889.15,0.103,25,818,1,2022-10-01,0
L003612,Retail,NE,13950.13,0.093,12,794,1,2022-04-01,0
L003613,Retail,S,17113.41,0.131,13,767,0,2024-06-01,0
L003614,Retail,NE,14167.99,0.06,9,607,1,2024-02-01,0
L003615,SME,NE,28376.48,0.208,32,683,0,2022-03-01,0
L003616,Retail,S,24849.89,0.05,35,786,1,2023-09-01,0
L003617,Retail,W,21520.99,0.213,58,690,1,2024-08-01,0
L003618,Retail,S,68167.16,0.148,53,754,0,2022-07-01,0
L003619,SME,S,32247.27,0.107,23,795,0,2024-10-01,0
L003620,Retail,MW,48513.09,0.138,42,801,0,2024-12-01,0
L003621,SME,NE,22710.68,0.198,57,618,0,2024-06-01,0
L003622,Retail,W,11373.8,0.188,39,709,0,2022-05-01,0
L003623,Retail,MW,20751.6,0.107,22,619,0,2023-10-01,0
L003624,SME,MW,27295.51,0.086,33,693,1,2022-03-01,1
L003625,SME,W,25845.07,0.101,14,702,1,2024-11-01,0
L003626,Retail,NE,19296.1,0.123,8,571,0,2023-06-01,0
L003627,Retail,MW,20278.84,0.114,16,779,1,2023-11-01,0
L003628,Retail,MW,21262.35,0.236,25,693,0,2022-02-01,0
L003629,Retail,W,22228.05,0.116,48,636,0,2022-07-01,1
L003630,Retail,NE,15562.02,0.16,45,805,1,2024-03-01,0
L003631,SME,S,33991.62,0.23,23,737,0,2024-12-01,0
L003632,Retail,NE,35794.09,0.113,49,575,0,2024-12-01,0
L003633,SME,S,58904.51,0.222,47,806,1,2024-10-01,0
L003634,Retail,W,19571.75,0.133,53,802,0,2024-11-01,0
L003635,Retail,W,19700.21,0.234,20,806,0,2023-05-01,0
L003636,Retail,MW,24480.26,0.147,39,647,0,2024-03-01,0
L003637,Retail,NE,16737.19,0.13,21,714,1,2023-07-01,0
L003638,Retail,MW,13340.55,0.156,46,582,0,2023-08-01,0
L003639,SME,W,28921.6,0.131,36,633,0,2022-02-01,0
L003640,SME,S,13376.79,0.219,41,556,0,2022-07-01,1
L003641,Retail,MW,14565.05,0.137,10,802,0,2024-08-01,0
L003642,SME,MW,32463.82,0.192,40,815,0,2022-07-01,0
L003643,Retail,NE,19736.5,0.066,54,708,0,2022-02-01,0
L003644,Retail,NE,10215.36,0.128,55,730,1,2023-03-01,0
L003645,Retail,S,10707.48,0.163,24,748,0,2022-11-01,0
L003646,Retail,MW,19695.96,0.127,26,627,0,2023-07-01,0
L003647,Retail,W,23730.56,0.224,57,569,1,2022-03-01,0
L003648,Retail,MW,29429.93,0.064,47,790,0,2024-10-01,0
L003649,Retail,NE,22308.77,0.066,33,590,1,2022-02-01,0
L003650,Retail,MW,14029.88,0.074,14,620,1,2023-03-01,0
L003651,Retail,W,26285.08,0.081,25,593,0,2024-12-01,0
L003652,Retail,W,41980.58,0.143,10,575,0,2023-08-01,0
L003653,Retail,MW,29568.0,0.131,11,782,1,2023-09-01,0
L003654,Retail,S,32324.07,0.106,21,689,0,2023-02-01,0
L003655,Corporate,W,40649.0,0.168,11,565,1,2022-11-01,0
L003656,Retail,NE,35927.39,0.218,38,607,1,2024-08-01,0
L003657,Retail,NE,11849.38,0.17,45,719,0,2024-10-01,0
L003658,Retail,W,18755.59,0.055,54,558,1,2024-10-01,0
L003659,SME,NE,18685.17,0.073,42,663,1,2022-10-01,0
L003660,Retail,NE,32958.78,0.133,55,692,1,2024-09-01,0
L003661,Retail,W,12387.67,0.173,29,589,0,2022-12-01,0
L003662,SME,NE,24255.54,0.055,46,597,0,2022-02-01,0
L003663,Retail,S,9071.97,0.16,42,645,0,2023-08-01,0
L003664,Retail,MW,19616.95,0.079,29,573,0,2023-02-01,0
L003665,Retail,MW,17479.31,0.19,25,678,0,2023-12-01,0
L003666,Retail,NE,17186.51,0.06,54,707,0,2024-10-01,0
L003667,Retail,NE,26172.51,0.069,49,554,0,2022-12-01,0
L003668,Retail,MW,16194.07,0.239,54,732,1,2024-05-01,0
L003669,Retail,W,7800.66,0.076,24,667,1,2022-04-01,0
L003670,SME,S,12490.18,0.147,14,713,0,2022-06-01,0
L003671,SME,MW,17984.65,0.109,50,678,0,2022-06-01,1
L003672,Retail,S,24563.53,0.058,26,652,1,2024-06-01,0
L003673,Retail,S,15423.95,0.112,49,739,1,2022-03-01,0
L003674,Retail,MW,12816.11,0.128,30,759,1,2023-03-01,0
L003675,Retail,W,35744.32,0.239,57,596,0,2024-02-01,0
L003676,SME,NE,26108.9,0.209,21,746,0,2024-06-01,0
L003677,Retail,S,19133.67,0.129,48,768,1,2023-05-01,0
L003678,SME,S,11234.07,0.071,19,641,1,2022-02-01,0
L003679,Retail,NE,51266.29,0.224,33,775,1,2022-05-01,0
L003680,Retail,W,36247.0,0.207,24,690,0,2023-10-01,0
L003681,Retail,MW,24865.87,0.237,10,707,1,2022-10-01,0
L003682,Retail,W,30125.49,0.104,51,577,0,2024-10-01,0
L003683,Retail,NE,28688.72,0.097,18,755,1,2023-06-01,0
L003684,Retail,MW,27230.42,0.15,16,619,0,2023-03-01,0
L003685,Retail,MW,17734.45,0.24,40,732,1,2023-09-01,0
L003686,Retail,MW,82713.92,0.141,53,741,0,2022-04-01,0
L003687,Retail,W,42641.96,0.058,45,609,0,2024-01-01,0
L003688,SME,S,28629.89,0.201,47,751,0,2024-10-01,0
L003689,Retail,NE,10582.13,0.233,13,770,0,2023-02-01,0
L003690,Retail,NE,37597.41,0.083,39,748,0,2022-02-01,0
L003691,Retail,MW,21493.48,0.055,45,608,1,2024-06-01,0
L003692,Retail,MW,14377.88,0.112,38,781,0,2022-10-01,0
L003693,Retail,NE,13555.43,0.21,51,786,1,2022-07-01,0
L003694,Retail,MW,8924.74,0.138,56,764,0,2023-04-01,1
L003695,Retail,MW,22004.94,0.118,38,582,0,2023-07-01,0
L003696,SME,NE,17300.68,0.074,21,780,1,2024-09-01,0
L003697,Retail,MW,19189.42,0.09,39,610,0,2023-07-01,0
L003698,SME,NE,15184.16,0.154,35,732,0,2023-10-01,0
L003699,Retail,MW,17182.75,0.159,42,577,0,2023-03-01,0
L003700,SME,W,18883.37,0.085,51,639,0,2024-08-01,0
L003701,SME,W,33225.29,0.085,12,706,0,2024-03-01,0
L003702,Retail,W,38454.09,0.095,38,718,1,2024-07-01,0
L003703,Retail,NE,14998.48,0.153,6,563,1,2024-11-01,0
L003704,Retail,S,16617.48,0.055,38,637,0,2024-04-01,0
L003705,SME,NE,39217.79,0.221,49,708,0,2023-03-01,0
L003706,Retail,MW,22815.83,0.065,11,712,0,2024-02-01,0
L003707,Retail,NE,27799.32,0.158,34,636,0,2024-04-01,0
L003708,SME,MW,16061.09,0.123,9,697,1,2023-06-01,0
L003709,Retail,NE,32392.48,0.214,28,606,0,2023-11-01,0
L003710,Corporate,S,21748.34,0.194,12,695,0,2024-01-01,0
L003711,Retail,W,35127.58,0.199,36,587,1,2022-07-01,0
L003712,Corporate,S,18316.49,0.135,24,632,0,2024-04-01,1
